id,predict_0,predict_1,predict_2
11066,0.9974181871043366,0.001923822351727644,0.0006579905439356573
18000,0.06152000913495935,0.031166434364003032,0.9073135565010377
16964,0.9966043873041333,0.002693425938517423,0.0007021867573491791
4795,0.874459705104931,0.11574878772113599,0.009791507173933074
3392,0.21465827415958977,0.7515821291555213,0.033759596684889086
3795,0.22861788719219678,0.7663757348467348,0.005006377961068426
2881,0.9084799085264076,0.08832619864033248,0.0031938928332598325
1903,0.07429273231479551,0.04217867527170931,0.8835285924134951
5245,0.9500146565030617,0.048234587434847,0.0017507560620913243
6726,0.9447678288815213,0.05273543034703111,0.0024967407714475195
1311,0.9237408269427979,0.07498511285546912,0.0012740602017329414
15795,0.48967425808495757,0.5095002770701725,0.0008254648448698632
4315,0.8649395036896608,0.12385104123857499,0.011209455071764145
3393,0.17411931195168667,0.07710694653971019,0.7487737415086032
6764,0.8751616628157467,0.10939140490496053,0.015446932279292743
13039,0.680454156331892,0.3188832052125745,0.0006626384555334676
12331,0.3725611223187617,0.13682603054347403,0.49061284713776415
14276,0.4112397988663187,0.4166474854138589,0.17211271571982245
14638,0.8389467717875516,0.1603207142075596,0.0007325140048887393
6573,0.9597279903883275,0.03986428095840071,0.0004077286532718175
2222,0.10156137687549106,0.05089426905251434,0.8475443540719946
8824,0.9755613560995335,0.023974484987318835,0.00046415891314764343
6360,0.6753560703337701,0.3135684409645104,0.011075488701719512
7553,0.14740515478757651,0.2048262412769825,0.6477686039354409
13760,0.2775688467945764,0.25459350031058675,0.4678376528948369
4284,0.5115587589318681,0.43224288922347615,0.05619835184465579
1356,0.900188236128809,0.059429193733081774,0.040382570138109225
3410,0.9884324086487787,0.00681967339075942,0.004747917960461893
4830,0.41369619948052744,0.5283489045249701,0.05795489599450242
8998,0.1965547561498715,0.7931469899878755,0.010298253862253004
18052,0.9929456521530619,0.006745754962235155,0.00030859288470305995
7539,0.9175857901773188,0.0816785194051566,0.0007356904175248069
9529,0.9572353480393568,0.034250571371253896,0.00851408058938926
3656,0.9356765326225754,0.05978692458489975,0.004536542792524751
14238,0.5563312853838138,0.41608283884492314,0.02758587577126308
2682,0.5116082815541834,0.4876276531170835,0.0007640653287332134
7312,0.7026502097931044,0.2730229936314655,0.02432679657543013
12971,0.9232065238609157,0.07292688321296939,0.0038665929261149897
10735,0.36028648440562455,0.6389873643103637,0.0007261512840117934
4050,0.688662397385392,0.29861897225795375,0.012718630356654286
5943,0.9619969430719805,0.037644670102382906,0.0003583868256366451
6482,0.7166932311114436,0.28130455152151823,0.002002217367038122
9746,0.1296538839982467,0.07111373734233231,0.799232378659421
13320,0.1105109575969087,0.03088872646059642,0.8586003159424949
803,0.6730003800486255,0.30988174954991404,0.017117870401460424
15437,0.9093266797398013,0.0774490399883966,0.013224280271802216
12302,0.9733434120720972,0.026149650322754018,0.0005069376051487686
12271,0.9455383758768098,0.05379719622700968,0.0006644278961805965
5341,0.9228575221202392,0.024878089956709,0.05226438792305169
4427,0.9891557877430849,0.010645764303597626,0.00019844795331741414
529,0.9088508641594903,0.051421770368920844,0.039727365471588776
2022,0.9698923939606648,0.024629375447027292,0.0054782305923078015
14625,0.968578902786832,0.031101106430481102,0.00031999078268685465
2922,0.16664930642053213,0.7668478768183407,0.06650281676112732
16330,0.14048771600405266,0.33500350804436263,0.5245087759515846
12890,0.9281037543973968,0.07098371397825294,0.0009125316243503075
2140,0.5684860514524543,0.430241844535995,0.0012721040115506127
13484,0.8182771585187574,0.17924825426288565,0.002474587218357011
12392,0.9651842029523235,0.03441253689217789,0.0004032601554986321
2322,0.3123749382879555,0.07938999992674184,0.6082350617853026
567,0.0744639291251397,0.13592622082378025,0.78960985005108
4436,0.8613798209572691,0.1370686008571013,0.0015515781856294717
12156,0.9871431357759808,0.01260173003930172,0.00025513418471739255
7508,0.7361873161030648,0.2508574491042143,0.012955234792720963
6184,0.9074086547721069,0.06805727410198154,0.024534071125911657
12213,0.967887713590903,0.007546590877554507,0.024565695531542656
6458,0.13284134920338211,0.3214890203524176,0.5456696304442004
13967,0.9096461876208191,0.08933448106540684,0.0010193313137741437
894,0.6793599449057478,0.31285115595202717,0.007788899142224986
7461,0.2650360029287064,0.43461209953491464,0.300351897536379
8949,0.8829716721965318,0.11620263066520616,0.0008256971382621064
3477,0.3224296076772616,0.6582927346180657,0.01927765770467267
2779,0.9834078362857298,0.015562444441074593,0.0010297192731955555
13551,0.6477544652801334,0.31326103136025546,0.03898450335961115
8297,0.8763703446001273,0.12057011426927568,0.0030595411305970157
5050,0.2505599208472793,0.7399574114490605,0.009482667703660172
10716,0.5663715517931149,0.43158101197834225,0.0020474362285428102
16075,0.5775105110377821,0.4066458786695842,0.015843610292633776
1366,0.5551706211635328,0.4374768035378709,0.007352575298596251
774,0.9878207000020076,0.01190673019932092,0.00027256979867139666
7406,0.5571603259788148,0.43783094117612614,0.005008732845058969
2526,0.47977066398831625,0.46827705015323184,0.0519522858584518
9649,0.8763703446001273,0.12057011426927568,0.0030595411305970157
16115,0.21156861977463698,0.6440929071963716,0.14433847302899136
14749,0.4649083905790061,0.08736630642842305,0.4477253029925708
14952,0.6292517547139926,0.11167944793594617,0.25906879735006105
4786,0.2633082177316683,0.12250679805115594,0.6141849842171757
16513,0.9340975108231488,0.06438007210518451,0.0015224170716667772
2002,0.9981526595767506,0.0013599082841234266,0.00048743213912577394
4701,0.6965301075374213,0.29308997558251715,0.010379916880061478
7742,0.5579734904037277,0.3739962767838806,0.0680302328123917
5905,0.6149986995307304,0.37305252254994836,0.01194877791932117
685,0.940334491470685,0.017231822544288032,0.04243368598502685
11857,0.8566568888294951,0.14267503408696944,0.0006680770835355162
11628,0.26726206493703863,0.23402942293303322,0.4987085121299282
15024,0.7955261911701003,0.20113751198578508,0.0033362968441146374
4168,0.9384787497128295,0.019192629765511515,0.042328620521658956
11914,0.7505239208108953,0.24255393586997276,0.006922143319131998
5293,0.9303595912724842,0.06870400462056538,0.0009364041069504548
3374,0.33263692099439135,0.6661279576232877,0.001235121382321021
13055,0.9947798314481009,0.005047405172785007,0.00017276337911416656
17759,0.3579883858271229,0.5861834214065766,0.05582819276630052
590,0.6965179026359797,0.2981894595817982,0.005292637782222213
1353,0.9611621946427976,0.03841214620592932,0.00042565915127311984
11938,0.061362426903719854,0.01967855137517486,0.9189590217211052
1018,0.16525934996607564,0.2998177502840074,0.534922899749917
14945,0.4194637333469156,0.5797262049480211,0.0008100617050633213
1001,0.90768125599581,0.08811867355452238,0.004200070449667739
3587,0.714314175699028,0.2455851161452315,0.04010070815574049
868,0.9819151634228922,0.017353349775256075,0.0007314868018517126
9296,0.1197652164845176,0.03209937691466169,0.8481354066008207
12455,0.838925462352631,0.15838669771049715,0.002687839936871922
17132,0.8427631440846712,0.1266907436705425,0.03054611224478622
10240,0.9785219083949592,0.00981013269813576,0.011667958906904913
3696,0.20607036535607628,0.12839836910537858,0.6655312655385451
10355,0.43863366137627696,0.5455157562097274,0.01585058241399553
2206,0.25117750237673964,0.7473022413546699,0.001520256268590364
14590,0.9969348888820615,0.002289435120090528,0.0007756759978480483
13191,0.8667139070539988,0.12967586826039895,0.0036102246856023743
5882,0.9621802484299767,0.037386197449044166,0.000433554120979047
12653,0.1962487239842128,0.8030727664715417,0.0006785095442455391
1491,0.18272571405530144,0.8002724368129757,0.017001849131722913
1176,0.8541671864362956,0.1353160780626936,0.010516735501010639
11246,0.2983184856850995,0.057055074631256045,0.6446264396836445
14557,0.4047382714662134,0.4604499303716851,0.13481179816210143
4772,0.12436604792293339,0.23099264136805348,0.6446413107090132
17192,0.6394537794825413,0.3598230741471182,0.0007231463703404192
10637,0.6130158025429288,0.38212427807087274,0.004859919386198557
3281,0.7914314056975686,0.20523349209791902,0.00333510220451219
3191,0.4863917546857209,0.3561091605111098,0.15749908480316926
672,0.9362178741082202,0.06339661107197865,0.000385514819801168
6301,0.8474091161519175,0.15078678687258745,0.0018040969754950203
10309,0.9641384201297487,0.03526237214313372,0.0005992077271176416
1734,0.638864317219996,0.3603268547107212,0.0008088280692828133
2990,0.11152496215716816,0.8872243366678283,0.0012507011750035385
5746,0.5769000694282469,0.4202470283962387,0.0028529021755144554
15289,0.5399542802585792,0.4568791295804597,0.0031665901609610214
2971,0.9951600461633934,0.00459432279179509,0.0002456310448116594
9771,0.4944773675940172,0.11686039976395222,0.3886622326420304
11253,0.2682051449983325,0.7149004362374252,0.016894418764242358
14576,0.20948423682953582,0.7379095196907914,0.05260624347967261
4688,0.0765104058399412,0.06929862237737286,0.854190971782686
14469,0.7496624680023046,0.23720788182054117,0.013129650177154228
9298,0.8979156566511459,0.06391988133322443,0.03816446201562958
16099,0.25879937409976256,0.7266491519688338,0.014551473931403632
17316,0.14749980705606586,0.5728129020472803,0.2796872908966538
15212,0.9980599982752092,0.0017708029077097317,0.00016919881708125743
10691,0.9782546524899959,0.005065224372647527,0.016680123137356652
3805,0.9845353485391598,0.015151786533839067,0.00031286492700133284
6418,0.34956493199077904,0.6276486633764113,0.022786404632809617
1158,0.7063017935698949,0.29283062633826484,0.0008675800918402816
7768,0.974659394745627,0.022241245603489574,0.00309935965088337
4834,0.14896946679284173,0.23763356388649007,0.6133969693206682
10914,0.32811828535630055,0.6711401329445149,0.0007415816991845924
14606,0.7072508638075782,0.2816863480365732,0.011062788155848607
3220,0.8461115287516637,0.12338436557109846,0.030504105677237832
10433,0.9360187686674307,0.06163709792412736,0.0023441334084420653
11251,0.4706754700548145,0.19497396493070013,0.33435056501448546
8084,0.40456317795510555,0.5946865346452732,0.0007502873996212873
522,0.7567726130181022,0.23985359822902408,0.0033737887528738296
17299,0.8620510890524763,0.13502958275849225,0.0029193281890314417
15587,0.923131477940227,0.03393037320291271,0.042938148856860335
1563,0.14456723414302272,0.09103203183412102,0.7644007340228562
8252,0.42148449493785206,0.5640648000971515,0.014450704964996397
17802,0.1714357349167637,0.18251670467501177,0.6460475604082245
2738,0.8579943457740353,0.1371959389570861,0.004809715268878579
9896,0.8148659019694439,0.1825275751973206,0.0026065228332356073
14609,0.9961927540175258,0.0036032038585861034,0.0002040421238878731
10463,0.994138141624242,0.005191967057634997,0.0006698913181231715
1280,0.4061254469939786,0.4912545043690856,0.1026200486369358
977,0.21248316705632575,0.5328594503791388,0.2546573825645354
979,0.6302788668510371,0.3563092405747537,0.013411892574209236
10908,0.9901548876833516,0.009320171064750127,0.0005249412518983415
12569,0.1851980933335661,0.7241932707073422,0.09060863595909185
6078,0.0642282550271454,0.01899918905249092,0.9167725559203637
18339,0.9986569643696949,0.001239718013703457,0.00010331761660156415
13799,0.28691827784952817,0.6632147004297293,0.04986702172074247
7193,0.13110868562274378,0.12729675415112013,0.7415945602261361
8243,0.6276575954230661,0.36228631459078786,0.010056089986146028
13622,0.9987389419784809,0.0011489731787895998,0.00011208484272956025
5885,0.7495296606220587,0.24920259910533799,0.0012677402726033174
5768,0.9196392448322827,0.011395541100745546,0.06896521406697172
632,0.4662969945799514,0.5154514138789792,0.01825159154106936
3314,0.9914161659393628,0.008321626262477837,0.0002622077981595562
3664,0.7693344937699947,0.22068683274187698,0.00997867348812835
18518,0.8467204611283253,0.15111960921950957,0.002159929652165101
7687,0.9966222611862978,0.0030955492635853094,0.00028218955011678103
17889,0.5161069196226871,0.4015397896906931,0.0823532906866199
12943,0.9272850970042151,0.03176964083910949,0.04094526215667528
3581,0.8483700551382468,0.1485806574854072,0.0030492873763458372
13802,0.8884639923263264,0.11064182761217689,0.0008941800614966894
17702,0.2613930716495009,0.7316680671893778,0.00693886116112129
12342,0.9983125069661486,0.0015341116098704153,0.00015338142398111873
